datetime,season,weather,temp,humidity,windspeed,casual,registered,count
2011-08-29 20:00:00,1,1,23.83,81.61,39.58,7,109,116
2011-08-29 21:00:00,4,2,32.03,21.57,1.27,34,74,108
2011-08-29 22:00:00,2,2,26.55,77.29,34.02,18,14,32
2011-08-29 23:00:00,1,1,15.46,28.16,11.78,47,101,148
2011-08-30 00:00:00,4,3,22.62,78.37,13.53,9,93,102
2011-08-30 01:00:00,4,4,14.32,62.17,4.57,34,183,217
2011-08-30 02:00:00,2,4,34.97,54.98,9.62,8,143,151
2011-08-30 03:00:00,4,4,27.47,75.25,49.6,7,128,135
2011-08-30 04:00:00,3,3,23.43,22.91,20.77,7,152,159
2011-08-30 05:00:00,2,1,17.7,37.88,46.39,7,63,70
2011-08-30 06:00:00,1,2,23.54,69.32,8.14,19,91,110
2011-08-30 07:00:00,1,1,15.25,87.78,10.2,6,42,48
2011-08-30 08:00:00,3,1,5.87,50.49,27.89,45,13,58
2011-08-30 09:00:00,1,2,16.85,40.7,17.48,21,175,196
2011-08-30 10:00:00,4,3,32.91,61.5,32.2,16,67,83
2011-08-30 11:00:00,4,4,23.79,69.79,21.1,43,13,56
2011-08-30 12:00:00,3,4,7.52,53.61,40.58,4,142,146
2011-08-30 13:00:00,1,1,31.55,90.14,21.58,33,144,177
2011-08-30 14:00:00,1,3,13.07,61.88,28.62,24,91,115
2011-08-30 15:00:00,3,4,12.31,22.87,16.05,46,179,225
2011-08-30 16:00:00,2,3,13.91,37.84,35.2,42,137,179
2011-08-30 17:00:00,1,2,22.32,56.05,32.74,14,16,30
2011-08-30 18:00:00,2,1,21.34,75.82,19.85,30,135,165
2011-08-30 19:00:00,1,1,19.74,37.58,13.8,44,1,45
2011-08-30 20:00:00,1,3,26.53,98.1,30.71,18,183,201
2011-08-30 21:00:00,1,4,14.5,45.48,47.16,43,64,107
2011-08-30 22:00:00,1,3,28.46,62.6,6.63,30,182,212
2011-08-30 23:00:00,4,2,10.26,21.52,39.96,46,118,164
2011-08-31 00:00:00,2,4,28.48,90.79,27.15,11,196,207
2011-08-31 01:00:00,2,4,24.91,83.11,26.28,22,98,120
2011-08-31 02:00:00,1,3,25.5,35.64,48.08,49,106,155
2011-08-31 03:00:00,1,2,19.45,94.66,30.29,22,116,138
2011-08-31 04:00:00,2,4,25.01,45.27,41.53,35,163,198
2011-08-31 05:00:00,4,1,7.39,75.37,25.72,10,8,18
2011-08-31 06:00:00,3,2,30.55,85.52,12.49,21,141,162
2011-08-31 07:00:00,3,4,6.67,79.27,34.72,46,73,119
2011-08-31 08:00:00,2,3,9.46,93.41,46.16,29,21,50
2011-08-31 09:00:00,1,4,22.3,89.14,42.06,4,15,19
2011-08-31 10:00:00,1,1,27.18,99.57,9.92,36,168,204
2011-08-31 11:00:00,4,2,7.29,34.61,15.84,19,194,213
2011-08-31 12:00:00,3,4,32.62,44.38,25.84,9,155,164
2011-08-31 13:00:00,4,1,34.21,70.9,28.58,21,93,114
2011-08-31 14:00:00,3,4,23.18,78.64,9.69,41,156,197
2011-08-31 15:00:00,2,4,19.44,62.77,11.5,29,192,221
2011-08-31 16:00:00,3,2,27.24,25.91,37.94,29,155,184
2011-08-31 17:00:00,4,3,14.85,87.33,36.52,21,85,106
2011-08-31 18:00:00,4,3,19.8,96.87,41.96,37,31,68
2011-08-31 19:00:00,4,1,32.48,52.44,46.65,37,179,216
2011-08-31 20:00:00,2,1,33.67,37.98,15.41,37,10,47
2011-08-31 21:00:00,3,1,32.81,21.55,42.98,6,153,159
2011-08-31 22:00:00,3,2,12.87,38.98,33.3,49,158,207
2011-08-31 23:00:00,4,3,11.97,75.99,47.89,35,19,54
2011-09-01 00:00:00,3,1,13.93,92.93,13.6,13,83,96
2011-09-01 01:00:00,1,1,18.24,27.48,13.48,10,196,206
2011-09-01 02:00:00,1,4,14.43,64.26,35.21,6,168,174
2011-09-01 03:00:00,1,4,16.23,75.64,46.42,31,66,97
2011-09-01 04:00:00,3,1,23.62,42.11,41.23,17,43,60
2011-09-01 05:00:00,2,4,27.88,65.59,36.35,33,187,220
2011-09-01 06:00:00,2,4,27.07,77.22,19.37,1,94,95
2011-09-01 07:00:00,2,4,29.43,87.02,35.89,6,105,111
2011-09-01 08:00:00,2,2,5.97,56.2,40.05,42,134,176
2011-09-01 09:00:00,1,1,6.43,79.83,37.66,30,93,123
2011-09-01 10:00:00,1,1,28.68,44.14,33.84,17,53,70
2011-09-01 11:00:00,4,4,20.99,37.04,2.36,19,190,209
2011-09-01 12:00:00,3,2,22.34,34.99,32.99,6,81,87
2011-09-01 13:00:00,3,4,6.58,48.71,23.91,21,12,33
2011-09-01 14:00:00,2,2,12.66,22.87,48.08,36,32,68
2011-09-01 15:00:00,1,1,24.15,42.64,30.36,33,134,167
2011-09-01 16:00:00,2,4,30.78,72.18,30.41,45,157,202
2011-09-01 17:00:00,4,1,32.51,71.83,49.7,38,10,48
2011-09-01 18:00:00,3,2,20.01,25.88,4.68,41,69,110
2011-09-01 19:00:00,3,3,21.36,42.99,13.82,49,20,69
2011-09-01 20:00:00,2,2,29.99,65.56,32.8,39,31,70
2011-09-01 21:00:00,4,3,21.13,45.48,15.76,15,132,147
2011-09-01 22:00:00,3,1,20.51,53.44,17.31,13,105,118
2011-09-01 23:00:00,4,1,32.15,77.02,44.63,40,92,132
2011-09-02 00:00:00,4,4,28.7,20.74,28.97,31,34,65
2011-09-02 01:00:00,2,3,32.27,42.11,5.14,37,46,83
2011-09-02 02:00:00,1,2,11.55,31.39,15.54,38,11,49
2011-09-02 03:00:00,2,1,20.73,30.21,3.8,25,36,61
2011-09-02 04:00:00,1,3,30.27,96.72,27.81,29,43,72
2011-09-02 05:00:00,4,2,8.33,50.12,8.66,40,21,61
2011-09-02 06:00:00,1,3,28.84,62.17,42.86,38,138,176
2011-09-02 07:00:00,4,2,10.49,78.71,28.87,8,86,94
2011-09-02 08:00:00,3,2,29.24,23.8,2.97,31,54,85
2011-09-02 09:00:00,3,2,23.36,39.28,15.04,6,9,15
2011-09-02 10:00:00,3,2,10.8,86.57,30.82,11,169,180
2011-09-02 11:00:00,2,3,19.2,88.96,16.77,22,116,138
2011-09-02 12:00:00,2,3,25.46,49.84,25.66,16,79,95
2011-09-02 13:00:00,4,4,24.02,49.99,45.47,20,75,95
2011-09-02 14:00:00,3,3,17.82,80.55,17.5,11,182,193
2011-09-02 15:00:00,2,3,31.98,43.61,16.79,21,177,198
2011-09-02 16:00:00,3,4,20.58,29.37,40.99,22,159,181
2011-09-02 17:00:00,2,3,20.18,40.6,15.94,4,87,91
2011-09-02 18:00:00,1,2,6.87,50.99,3.9,17,195,212
2011-09-02 19:00:00,1,1,32.66,24.18,9.05,36,96,132
2011-09-02 20:00:00,3,1,10.31,58.29,47.44,36,17,53
2011-09-02 21:00:00,4,4,20.85,79.2,46.66,6,110,116
2011-09-02 22:00:00,2,3,29.11,61.1,11.24,2,84,86
2011-09-02 23:00:00,2,3,11.46,25.75,27.68,0,64,64
2011-09-03 00:00:00,1,4,20.82,55.21,6.87,5,122,127
2011-09-03 01:00:00,1,1,12.22,76.71,33.73,6,107,113
2011-09-03 02:00:00,4,2,27.79,24.65,9.27,26,152,178
2011-09-03 03:00:00,4,3,21.93,24.79,2.49,30,122,152
2011-09-03 04:00:00,4,4,30.68,49.65,41.24,7,30,37
2011-09-03 05:00:00,3,2,31.84,35.6,16.27,13,146,159
2011-09-03 06:00:00,1,4,24.46,94.78,5.43,14,88,102
2011-09-03 07:00:00,3,4,26.76,66.51,41.7,6,112,118
2011-09-03 08:00:00,1,4,21.48,42.99,38.12,6,17,23
2011-09-03 09:00:00,1,1,16.53,76.38,34.19,32,195,227
2011-09-03 10:00:00,2,1,24.44,49.99,45.56,40,160,200
2011-09-03 11:00:00,1,4,32.25,30.57,24.46,6,69,75
2011-09-03 12:00:00,1,3,17.5,38.98,6.4,19,6,25
2011-09-03 13:00:00,3,2,14.43,71.42,3.07,6,0,6
2011-09-03 14:00:00,1,3,16.65,24.15,15.92,49,101,150
2011-09-03 15:00:00,3,1,18.06,41.82,4.34,13,98,111
2011-09-03 16:00:00,4,2,7.21,36.66,26.78,14,86,100
2011-09-03 17:00:00,1,4,19.95,36.09,0.72,17,79,96
2011-09-03 18:00:00,1,3,19.83,74.62,22.19,9,58,67
2011-09-03 19:00:00,3,3,22.65,86.07,8.92,34,33,67
2011-09-03 20:00:00,4,4,15.88,77.27,18.41,26,179,205
2011-09-03 21:00:00,2,3,23.39,71.66,33.75,42,138,180
2011-09-03 22:00:00,4,1,31.35,93.32,17.55,0,7,7
2011-09-03 23:00:00,3,4,33.66,24.67,17.07,27,87,114
2011-09-04 00:00:00,4,3,22.51,33.4,49.54,33,52,85
2011-09-04 01:00:00,3,4,6.28,53.15,35.94,47,142,189
2011-09-04 02:00:00,3,2,34.08,49.8,25.69,2,27,29
2011-09-04 03:00:00,2,4,26.18,53.44,28.97,48,141,189
2011-09-04 04:00:00,1,3,15.08,36.52,31.01,2,89,91
2011-09-04 05:00:00,3,1,9.41,31.96,1.23,10,185,195
2011-09-04 06:00:00,3,4,9.3,60.74,4.01,3,56,59
2011-09-04 07:00:00,2,4,10.03,94.24,32.46,29,179,208
2011-09-04 08:00:00,3,3,6.37,51.36,18.22,38,36,74
2011-09-04 09:00:00,1,1,32.06,23.47,2.77,31,1,32
2011-09-04 10:00:00,2,1,21.22,76.49,14.88,15,161,176
2011-09-04 11:00:00,1,2,26.0,43.29,6.51,16,33,49
2011-09-04 12:00:00,1,2,29.84,39.61,45.82,10,57,67
2011-09-04 13:00:00,2,3,28.75,45.94,10.15,35,72,107
2011-09-04 14:00:00,3,1,31.48,77.91,7.18,31,188,219
2011-09-04 15:00:00,1,1,34.02,85.51,31.31,34,107,141
2011-09-04 16:00:00,1,2,18.17,67.04,26.1,26,116,142
2011-09-04 17:00:00,1,2,33.51,45.8,28.8,47,181,228
2011-09-04 18:00:00,1,3,26.7,44.84,21.8,33,115,148
2011-09-04 19:00:00,2,1,7.12,29.94,23.36,4,113,117
2011-09-04 20:00:00,2,4,25.45,94.66,38.94,24,194,218
2011-09-04 21:00:00,4,2,25.6,71.05,11.0,27,29,56
2011-09-04 22:00:00,4,3,32.18,22.16,19.83,17,82,99
2011-09-04 23:00:00,1,1,16.19,72.99,47.89,2,106,108
2011-09-05 00:00:00,3,1,22.55,55.77,9.5,27,58,85
2011-09-05 01:00:00,1,2,5.37,97.8,14.69,1,185,186
2011-09-05 02:00:00,3,3,14.96,85.53,9.58,33,119,152
2011-09-05 03:00:00,1,4,6.87,33.71,1.02,21,151,172
2011-09-05 04:00:00,4,2,20.66,77.61,13.49,21,142,163
2011-09-05 05:00:00,4,3,29.52,58.85,2.32,29,149,178
2011-09-05 06:00:00,3,1,11.19,34.96,7.73,33,159,192
2011-09-05 07:00:00,1,4,20.82,75.9,18.13,47,74,121
2011-09-05 08:00:00,3,3,11.12,63.79,1.04,0,92,92
2011-09-05 09:00:00,4,4,8.62,22.43,37.65,28,169,197
2011-09-05 10:00:00,1,3,20.33,71.73,39.78,18,186,204
2011-09-05 11:00:00,1,3,7.37,70.8,20.57,18,87,105
2011-09-05 12:00:00,3,3,22.62,31.53,49.23,40,82,122
2011-09-05 13:00:00,2,3,5.94,47.92,33.95,40,54,94
2011-09-05 14:00:00,3,4,8.2,66.87,37.19,28,132,160
2011-09-05 15:00:00,4,2,21.5,31.1,9.62,42,168,210
2011-09-05 16:00:00,4,4,22.74,88.22,41.87,32,56,88
2011-09-05 17:00:00,4,3,5.87,22.2,47.25,16,52,68
2011-09-05 18:00:00,4,4,22.2,28.23,11.82,37,165,202
2011-09-05 19:00:00,4,4,30.16,29.29,34.32,0,0,0
2011-09-05 20:00:00,2,4,26.67,62.25,37.35,49,59,108
2011-09-05 21:00:00,1,3,8.94,69.61,15.26,40,75,115
2011-09-05 22:00:00,3,4,22.77,52.3,23.75,32,45,77
2011-09-05 23:00:00,3,1,25.17,43.09,4.88,35,3,38
2011-09-06 00:00:00,4,3,6.12,84.75,8.65,21,14,35
2011-09-06 01:00:00,3,4,30.66,25.46,3.08,17,80,97
2011-09-06 02:00:00,4,1,32.19,42.42,28.01,16,115,131
2011-09-06 03:00:00,2,4,30.51,23.13,31.26,31,11,42
2011-09-06 04:00:00,2,2,29.74,21.11,45.81,19,0,19
2011-09-06 05:00:00,1,4,27.35,48.27,27.11,22,76,98
2011-09-06 06:00:00,2,4,24.0,35.59,13.03,27,29,56
2011-09-06 07:00:00,2,2,25.36,41.47,2.97,45,133,178
2011-09-06 08:00:00,1,3,29.19,85.68,44.25,25,72,97
2011-09-06 09:00:00,3,2,24.87,33.04,23.94,6,49,55
2011-09-06 10:00:00,4,3,14.83,82.42,36.87,40,129,169
2011-09-06 11:00:00,4,2,16.28,74.0,0.73,19,5,24
2011-09-06 12:00:00,3,4,31.91,46.12,24.41,40,74,114
2011-09-06 13:00:00,1,4,5.51,63.72,16.29,46,89,135
2011-09-06 14:00:00,3,3,25.96,55.55,1.52,10,91,101
2011-09-06 15:00:00,2,3,33.64,30.27,38.78,6,76,82
2011-09-06 16:00:00,1,1,26.19,92.57,25.65,37,165,202
2011-09-06 17:00:00,1,1,34.82,65.57,16.66,26,75,101
2011-09-06 18:00:00,1,4,25.63,90.42,40.29,8,82,90
2011-09-06 19:00:00,4,4,6.03,85.91,22.35,3,17,20
2011-09-06 20:00:00,3,1,29.81,26.38,0.17,48,146,194
2011-09-06 21:00:00,1,1,13.54,36.58,47.22,37,155,192
2011-09-06 22:00:00,1,3,18.38,31.62,12.78,28,11,39
2011-09-06 23:00:00,1,2,14.36,86.46,41.53,48,51,99
2011-09-07 00:00:00,3,3,13.06,89.0,40.82,25,86,111
2011-09-07 01:00:00,4,1,17.94,62.24,8.12,24,99,123
2011-09-07 02:00:00,2,4,16.36,28.33,23.7,13,185,198
2011-09-07 03:00:00,4,1,24.0,30.85,2.01,36,21,57
2011-09-07 04:00:00,1,4,29.39,85.08,17.73,49,101,150
2011-09-07 05:00:00,4,4,13.91,94.34,36.55,27,172,199
2011-09-07 06:00:00,4,4,11.41,35.96,11.85,7,61,68
2011-09-07 07:00:00,2,4,25.01,20.89,5.86,41,41,82
2011-09-07 08:00:00,3,2,25.11,46.48,25.36,10,66,76
2011-09-07 09:00:00,3,1,32.03,22.44,26.85,34,136,170
2011-09-07 10:00:00,4,3,5.48,86.24,33.79,30,191,221
2011-09-07 11:00:00,4,4,30.59,59.32,37.96,33,142,175
2011-09-07 12:00:00,3,4,20.63,71.35,34.79,45,157,202
2011-09-07 13:00:00,3,3,23.64,52.92,42.27,35,153,188
2011-09-07 14:00:00,2,3,7.74,47.64,11.15,16,93,109
2011-09-07 15:00:00,1,4,17.98,37.78,28.49,48,196,244
2011-09-07 16:00:00,4,3,11.82,81.64,18.0,20,121,141
2011-09-07 17:00:00,3,3,12.63,75.64,48.11,25,94,119
2011-09-07 18:00:00,4,2,20.12,48.86,22.01,40,126,166
2011-09-07 19:00:00,4,3,29.37,45.69,47.99,27,21,48
2011-09-07 20:00:00,3,1,27.31,20.1,38.45,21,53,74
2011-09-07 21:00:00,2,1,22.73,25.08,35.92,40,124,164
2011-09-07 22:00:00,4,1,21.18,69.86,24.58,2,57,59
2011-09-07 23:00:00,2,4,17.82,61.17,22.17,27,180,207
2011-09-08 00:00:00,3,1,34.18,54.78,26.33,35,98,133
2011-09-08 01:00:00,1,2,21.81,86.2,14.68,1,18,19
2011-09-08 02:00:00,1,1,12.62,60.31,45.23,45,161,206
2011-09-08 03:00:00,4,4,11.9,50.76,39.72,19,141,160
2011-09-08 04:00:00,3,2,23.34,32.9,40.07,39,21,60
2011-09-08 05:00:00,2,1,20.68,85.66,21.66,49,140,189
2011-09-08 06:00:00,4,2,5.23,66.1,3.55,35,122,157
2011-09-08 07:00:00,3,2,29.9,27.4,34.15,7,191,198
2011-09-08 08:00:00,3,4,26.12,71.91,18.72,38,55,93
2011-09-08 09:00:00,2,4,24.85,54.01,43.52,24,199,223
2011-09-08 10:00:00,4,2,7.06,84.91,39.02,14,41,55
2011-09-08 11:00:00,3,1,15.86,93.51,7.27,29,65,94
2011-09-08 12:00:00,3,4,33.06,68.04,30.09,46,190,236
2011-09-08 13:00:00,3,2,30.88,78.53,34.61,33,169,202
2011-09-08 14:00:00,2,3,13.57,24.53,28.41,3,33,36
2011-09-08 15:00:00,4,3,9.71,64.82,25.7,21,28,49
2011-09-08 16:00:00,4,4,18.47,80.43,11.39,24,153,177
2011-09-08 17:00:00,4,1,15.67,59.74,11.8,8,150,158
2011-09-08 18:00:00,4,3,25.47,67.48,38.4,22,35,57
2011-09-08 19:00:00,1,3,33.99,91.92,0.93,38,117,155
2011-09-08 20:00:00,1,3,15.89,35.85,38.95,49,8,57
2011-09-08 21:00:00,4,1,6.87,27.86,26.34,11,84,95
2011-09-08 22:00:00,2,1,31.93,75.25,46.81,13,41,54
2011-09-08 23:00:00,1,4,6.14,85.83,49.87,6,66,72
2011-09-09 00:00:00,3,4,33.58,88.04,33.17,30,6,36
2011-09-09 01:00:00,1,3,24.94,71.33,20.61,5,22,27
2011-09-09 02:00:00,3,1,33.25,86.66,23.75,22,159,181
2011-09-09 03:00:00,4,2,10.99,76.05,10.21,18,22,40
2011-09-09 04:00:00,1,3,6.22,26.99,4.96,20,15,35
2011-09-09 05:00:00,2,4,19.65,80.96,28.94,18,68,86
2011-09-09 06:00:00,1,1,18.52,34.35,40.27,46,12,58
2011-09-09 07:00:00,1,4,14.94,38.93,13.09,18,9,27
2011-09-09 08:00:00,1,4,33.73,51.57,20.98,43,58,101
2011-09-09 09:00:00,4,1,29.68,45.17,27.74,33,1,34
2011-09-09 10:00:00,2,3,24.85,45.73,45.39,42,179,221
2011-09-09 11:00:00,1,1,9.89,33.54,6.93,12,128,140
2011-09-09 12:00:00,2,3,27.03,43.51,11.84,35,197,232
2011-09-09 13:00:00,4,4,26.81,21.57,45.93,24,53,77
2011-09-09 14:00:00,3,1,17.75,57.83,1.98,32,18,50
2011-09-09 15:00:00,1,2,32.74,81.49,32.81,20,96,116
2011-09-09 16:00:00,2,3,10.01,88.98,31.98,33,27,60
2011-09-09 17:00:00,2,2,13.02,85.63,19.16,45,132,177
2011-09-09 18:00:00,4,3,6.9,53.32,23.41,24,75,99
2011-09-09 19:00:00,1,1,28.86,78.43,42.75,17,157,174
2011-09-09 20:00:00,3,2,23.65,43.03,8.25,42,18,60
2011-09-09 21:00:00,2,1,14.45,24.44,11.58,10,103,113
2011-09-09 22:00:00,1,3,9.91,74.08,25.62,18,41,59
2011-09-09 23:00:00,3,3,6.2,71.9,20.49,48,152,200
2011-09-10 00:00:00,2,3,10.0,84.13,28.72,48,34,82
2011-09-10 01:00:00,2,3,18.6,69.29,46.04,33,8,41
2011-09-10 02:00:00,3,4,12.42,32.55,45.86,1,38,39
2011-09-10 03:00:00,3,3,12.77,88.25,11.5,29,183,212
2011-09-10 04:00:00,4,2,31.27,70.18,15.11,44,37,81
2011-09-10 05:00:00,1,3,20.45,84.61,8.1,37,14,51
2011-09-10 06:00:00,1,1,26.88,81.93,46.39,14,108,122
2011-09-10 07:00:00,4,4,6.07,43.83,19.89,10,173,183
2011-09-10 08:00:00,2,2,15.95,25.96,22.49,23,164,187
2011-09-10 09:00:00,3,4,19.38,34.12,40.13,3,89,92
2011-09-10 10:00:00,3,4,10.59,27.43,25.65,18,124,142
2011-09-10 11:00:00,3,4,8.61,39.47,5.99,28,59,87
2011-09-10 12:00:00,2,1,31.11,56.76,21.89,13,61,74
2011-09-10 13:00:00,3,4,33.18,92.54,31.53,49,30,79
2011-09-10 14:00:00,3,4,7.36,89.76,35.96,16,29,45
2011-09-10 15:00:00,4,3,15.47,77.49,32.27,7,65,72
2011-09-10 16:00:00,2,1,33.75,21.93,5.96,12,6,18
2011-09-10 17:00:00,1,2,7.49,47.31,15.22,22,157,179
2011-09-10 18:00:00,4,2,24.31,74.59,36.68,28,160,188
2011-09-10 19:00:00,4,2,34.17,30.32,44.01,46,111,157
2011-09-10 20:00:00,1,1,34.35,84.09,2.36,10,102,112
2011-09-10 21:00:00,4,2,19.14,93.17,2.11,15,110,125
2011-09-10 22:00:00,2,1,9.88,48.33,32.17,49,37,86
2011-09-10 23:00:00,3,3,11.06,76.47,27.4,43,146,189
2011-09-11 00:00:00,2,3,31.69,31.86,7.77,22,136,158
2011-09-11 01:00:00,1,1,32.35,75.27,27.41,11,85,96
2011-09-11 02:00:00,1,2,23.24,21.72,48.72,37,159,196
2011-09-11 03:00:00,4,1,27.99,32.06,31.55,23,157,180
2011-09-11 04:00:00,2,1,27.2,76.79,22.46,30,133,163
2011-09-11 05:00:00,2,4,24.85,76.95,41.38,37,188,225
2011-09-11 06:00:00,1,1,29.82,71.29,10.64,35,164,199
2011-09-11 07:00:00,2,4,25.56,58.19,20.72,0,78,78
2011-09-11 08:00:00,1,3,21.02,73.99,26.39,25,198,223
2011-09-11 09:00:00,2,4,12.11,81.9,25.23,16,147,163
2011-09-11 10:00:00,2,1,27.32,97.32,46.05,35,29,64
2011-09-11 11:00:00,2,3,19.2,91.09,14.63,16,17,33
2011-09-11 12:00:00,1,4,13.84,83.56,2.83,36,190,226
2011-09-11 13:00:00,4,1,29.06,75.58,45.82,26,188,214
2011-09-11 14:00:00,2,3,25.9,65.93,10.85,24,184,208
2011-09-11 15:00:00,1,4,33.12,29.65,18.95,29,149,178
2011-09-11 16:00:00,1,1,9.96,33.24,26.54,40,87,127
2011-09-11 17:00:00,2,1,24.48,85.62,48.79,24,94,118
2011-09-11 18:00:00,2,2,12.33,84.27,26.76,37,176,213
2011-09-11 19:00:00,4,2,32.11,69.16,22.39,31,17,48
2011-09-11 20:00:00,1,4,7.98,55.11,29.18,11,60,71
2011-09-11 21:00:00,1,4,24.68,22.08,48.54,48,81,129
2011-09-11 22:00:00,3,4,28.73,46.17,40.9,20,77,97
2011-09-11 23:00:00,1,1,15.65,53.65,8.45,41,195,236
2011-09-12 00:00:00,4,4,33.62,58.87,40.16,33,134,167
2011-09-12 01:00:00,3,1,30.52,94.35,42.05,0,134,134
2011-09-12 02:00:00,3,4,13.84,28.7,34.53,12,64,76
2011-09-12 03:00:00,3,1,5.23,61.51,32.86,20,39,59
2011-09-12 04:00:00,2,1,13.9,49.43,22.04,0,115,115
2011-09-12 05:00:00,2,2,13.44,99.21,32.08,12,23,35
2011-09-12 06:00:00,1,3,31.7,88.95,36.88,30,159,189
2011-09-12 07:00:00,3,1,34.01,55.1,6.14,22,9,31
2011-09-12 08:00:00,4,4,7.11,99.98,12.87,2,136,138
2011-09-12 09:00:00,2,2,19.14,61.13,9.7,10,38,48
2011-09-12 10:00:00,4,4,21.45,33.37,42.06,28,130,158
2011-09-12 11:00:00,4,4,7.79,64.47,34.0,47,107,154
2011-09-12 12:00:00,2,1,16.32,38.1,22.54,17,68,85
2011-09-12 13:00:00,2,1,14.51,70.91,41.3,24,6,30
2011-09-12 14:00:00,2,3,21.08,95.0,35.84,33,139,172
2011-09-12 15:00:00,2,1,24.84,82.9,45.68,17,22,39
2011-09-12 16:00:00,3,1,26.1,41.85,3.84,48,88,136
2011-09-12 17:00:00,3,3,9.1,43.75,25.46,0,190,190
2011-09-12 18:00:00,3,4,29.39,25.54,35.34,27,16,43
2011-09-12 19:00:00,3,3,25.36,42.87,10.37,3,77,80
2011-09-12 20:00:00,1,3,31.67,27.41,16.36,20,191,211
2011-09-12 21:00:00,3,3,18.48,59.96,20.95,5,64,69
2011-09-12 22:00:00,2,2,31.82,76.67,39.72,20,85,105
2011-09-12 23:00:00,4,4,30.97,80.09,24.68,36,27,63
2011-09-13 00:00:00,3,2,18.15,24.76,24.64,29,57,86
2011-09-13 01:00:00,1,2,16.43,47.2,21.54,19,17,36
2011-09-13 02:00:00,2,1,32.98,43.05,11.43,40,109,149
2011-09-13 03:00:00,4,3,26.45,28.34,46.15,31,120,151
2011-09-13 04:00:00,4,3,32.85,49.0,15.89,30,43,73
2011-09-13 05:00:00,3,2,28.91,43.95,28.37,35,63,98
2011-09-13 06:00:00,4,1,23.28,70.76,7.44,24,36,60
2011-09-13 07:00:00,3,1,8.48,90.66,21.71,4,2,6
2011-09-13 08:00:00,3,1,13.74,56.39,45.19,7,13,20
2011-09-13 09:00:00,2,4,34.07,79.73,49.77,16,134,150
2011-09-13 10:00:00,2,2,14.58,31.68,18.09,14,144,158
2011-09-13 11:00:00,1,4,7.8,91.6,7.7,19,197,216
2011-09-13 12:00:00,2,1,26.23,32.21,15.72,44,82,126
2011-09-13 13:00:00,2,1,27.02,35.37,16.36,46,166,212
2011-09-13 14:00:00,3,1,13.56,28.52,32.23,28,132,160
2011-09-13 15:00:00,2,3,13.93,44.77,24.81,35,78,113
2011-09-13 16:00:00,3,2,19.07,64.19,38.42,49,51,100
2011-09-13 17:00:00,3,3,5.65,99.04,35.07,27,108,135
2011-09-13 18:00:00,2,4,28.68,83.47,12.57,7,25,32
2011-09-13 19:00:00,1,3,14.51,50.43,39.21,13,166,179
2011-09-13 20:00:00,1,2,30.61,66.07,42.37,32,172,204
2011-09-13 21:00:00,4,3,29.08,69.86,29.92,33,76,109
2011-09-13 22:00:00,4,1,24.84,85.82,46.38,28,30,58
2011-09-13 23:00:00,2,4,14.75,78.92,39.15,21,150,171
2011-09-14 00:00:00,1,4,20.49,65.54,29.77,2,39,41
2011-09-14 01:00:00,3,1,18.34,73.53,45.31,47,31,78
2011-09-14 02:00:00,4,1,15.17,79.67,30.02,22,100,122
2011-09-14 03:00:00,3,1,30.44,30.65,26.06,2,3,5
2011-09-14 04:00:00,4,2,19.51,36.04,17.81,5,80,85
2011-09-14 05:00:00,2,3,29.98,75.09,44.14,39,83,122
2011-09-14 06:00:00,1,4,8.16,88.03,6.14,22,173,195
2011-09-14 07:00:00,4,3,9.23,52.74,23.68,11,74,85
2011-09-14 08:00:00,1,1,34.32,98.39,26.87,4,41,45
2011-09-14 09:00:00,3,1,22.63,37.29,27.74,4,96,100
2011-09-14 10:00:00,2,3,20.29,53.34,32.59,2,166,168
2011-09-14 11:00:00,1,4,20.69,50.28,25.29,3,197,200
2011-09-14 12:00:00,2,2,11.46,94.42,12.84,23,102,125
2011-09-14 13:00:00,1,3,26.56,42.83,42.85,4,183,187
2011-09-14 14:00:00,3,1,7.54,57.66,32.88,30,46,76
2011-09-14 15:00:00,3,1,22.2,34.98,42.91,34,165,199
2011-09-14 16:00:00,2,2,22.12,61.7,13.8,41,17,58
2011-09-14 17:00:00,3,3,32.43,88.59,31.85,18,1,19
2011-09-14 18:00:00,4,2,20.79,44.32,35.71,7,104,111
2011-09-14 19:00:00,1,2,9.11,84.86,19.17,27,101,128
2011-09-14 20:00:00,3,4,22.18,92.9,40.61,37,181,218
2011-09-14 21:00:00,4,4,7.74,25.84,0.13,22,87,109
2011-09-14 22:00:00,2,1,11.11,80.51,29.75,6,157,163
2011-09-14 23:00:00,4,3,5.93,40.43,30.68,37,3,40
2011-09-15 00:00:00,2,4,20.4,34.03,26.69,12,6,18
2011-09-15 01:00:00,2,1,7.54,68.09,31.5,44,56,100
2011-09-15 02:00:00,1,3,19.08,76.45,8.36,20,29,49
2011-09-15 03:00:00,1,1,32.99,51.58,34.24,36,171,207
2011-09-15 04:00:00,4,4,26.59,23.13,16.79,5,156,161
2011-09-15 05:00:00,1,1,7.32,92.7,22.6,9,89,98
2011-09-15 06:00:00,1,3,11.73,78.46,16.66,26,35,61
2011-09-15 07:00:00,1,3,25.21,41.73,23.7,25,98,123
2011-09-15 08:00:00,4,1,31.84,59.75,31.08,41,112,153
2011-09-15 09:00:00,3,3,5.99,22.22,41.92,27,175,202
2011-09-15 10:00:00,1,1,29.37,47.14,24.17,15,146,161
